ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,P_TOTAL
20,Oaxaca,210,San Juan Ñumí,11,Río San Juan,-9740570,1723530,322
20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,16,San Mateo Tunuchi,-9805090,1723530,340
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,57,Tlalchichiltipán Nuevo,-9859580,1723540,813
12,Guerrero,4,Alcozauca de Guerrero,10,Chimaltepec,-9822290,1723560,426
7,Chiapas,96,Tila,25,Chuctiéja,-9227500,1723580,485
20,Oaxaca,161,San Jerónimo Sosola,8,San Mateo Sosola,-9707020,1724000,582
7,Chiapas,96,Tila,84,Tza'Quil,-9228270,1724030,539
20,Oaxaca,541,Tanetze de Zaragoza,2,Santa María Yaviche,-9617410,1724030,611
20,Oaxaca,335,San Pedro Yaneri,2,San Juan Tepanzacoalco,-9622460,1724040,422
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,19,Cacahuatla,-9900270,1724070,411
20,Oaxaca,223,San Juan Yatzona,1,San Juan Yatzona,-9610090,1724080,428
30,Veracruz de Ignacio de la Llave,61,Las Choapas,167,Aquiles Serdán,-9343090,1724100,370
20,Oaxaca,210,San Juan Ñumí,7,San José Ñumí,-9744570,1724110,482
12,Guerrero,29,Chilpancingo de los Bravo,46,Palo Blanco,-9928010,1724140,2695
20,Oaxaca,286,San Miguel Tlacotepec,4,Santiago Nuxaño,-9800460,1724150,522
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,40,Chuniapan de Arriba,-9422490,1724160,454
7,Chiapas,77,Salto de Agua,18,Cenobio Aguilar (La Trinidad),-9219100,1724170,1006
27,Tabasco,15,Tacotalpa,56,La Raya Zaragoza,-9241050,1724180,1471
20,Oaxaca,156,San Ildefonso Villa Alta,4,San Juan Yalahui,-9608180,1724180,560
20,Oaxaca,242,San Martín Peras,3,Chiñón,-9814360,1724180,293
12,Guerrero,69,Xalpatláhuac,6,Xilotepec (Jilotepec Chiquito),-9833080,1724190,890
7,Chiapas,77,Salto de Agua,12,Belisario Domínguez,-9159010,1724220,1393
12,Guerrero,29,Chilpancingo de los Bravo,27,Azinyahualco (Cañada de Azingehualco),-9933190,1724220,323
7,Chiapas,77,Salto de Agua,93,El Toro,-9209190,1724230,499
7,Chiapas,62,Ostuacán,42,Nuevo Guadalupe Victoria,-9331470,1724230,393
20,Oaxaca,161,San Jerónimo Sosola,9,Santa Lucía Sosola,-9705250,1724230,358
7,Chiapas,65,Palenque,153,20 de Noviembre,-9152320,1724240,491
20,Oaxaca,196,San Juan Evangelista Analco,1,San Juan Evangelista Analco,-9632200,1724240,388
12,Guerrero,20,Copanatoyac,11,Quiahuiltepec,-9844190,1724240,433
7,Chiapas,76,Sabanilla,63,Los Martínez,-9237170,1724250,295
7,Chiapas,62,Ostuacán,1,Ostuacán,-9320080,1724260,2979
20,Oaxaca,242,San Martín Peras,14,El Paredón,-9816170,1724270,301
7,Chiapas,96,Tila,43,Miguel Alemán Valdez,-9227260,1724280,670
12,Guerrero,51,Quechultenango,98,Buenavista,-9915190,1724290,336
7,Chiapas,77,Salto de Agua,36,Ignacio Zaragoza,-9201540,1724300,1303
7,Chiapas,77,Salto de Agua,65,El Progreso,-9222160,1724320,924
12,Guerrero,72,Zapotitlán Tablas,60,Laguna Membrillo,-9847020,1724320,358
12,Guerrero,51,Quechultenango,1,Quechultenango,-9914270,1724330,5720
7,Chiapas,77,Salto de Agua,264,Nueva Preciosa (Bulujib),-9223500,1724340,293
7,Chiapas,62,Ostuacán,134,Nuevo Milenio,-9319420,1724340,292
7,Chiapas,77,Salto de Agua,141,Nuevo Berlín,-9220370,1724350,292
27,Tabasco,15,Tacotalpa,27,Libertad,-9242560,1724360,1042
27,Tabasco,15,Tacotalpa,9,Caridad Guerrero,-9245190,1724380,460
27,Tabasco,8,Huimanguillo,138,Chimalapa 2da. Sección,-9337520,1724380,702
7,Chiapas,77,Salto de Agua,86,Suclumpa,-9209520,1724400,898
20,Oaxaca,260,San Miguel Aloápam,1,San Miguel Aloápam,-9641330,1724400,1680
12,Guerrero,51,Quechultenango,8,Colotlipa,-9910060,1724410,3531
7,Chiapas,76,Sabanilla,16,Jesús Carranza,-9239170,1724420,816
12,Guerrero,51,Quechultenango,32,Santa Fe,-9911500,1724470,994
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,121,Rafael Murillo Vidal,-9420170,1724500,302
7,Chiapas,43,Ixtacomitán,3,El Arenal,-9306270,1724520,378
7,Chiapas,96,Tila,40,El Limar,-9224100,1724530,2908
7,Chiapas,43,Ixtacomitán,14,Viejo Lindavista,-9308490,1724530,313
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,42,Quetzalapa,-9901080,1724530,410
20,Oaxaca,250,San Mateo Etlatongo,1,San Mateo Etlatongo,-9716240,1724540,427
27,Tabasco,15,Tacotalpa,42,Palo Quemado,-9250340,1724560,333
7,Chiapas,77,Salto de Agua,127,Chivaltic Nuevo,-9204440,1724590,885
12,Guerrero,69,Xalpatláhuac,3,Cahuatache,-9831560,1724590,1449
27,Tabasco,17,Tenosique,20,Emiliano Zapata 2da. Sección (El Carmen),-9119120,1725000,443
20,Oaxaca,460,Santiago Choápam,5,San Juan Teotalcingo,-9556530,1725010,895
30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,44,Las Perlas,-9454590,1725030,498
20,Oaxaca,471,Santiago Lalopa,1,Santiago Lalopa,-9614540,1725040,496
12,Guerrero,51,Quechultenango,9,Coscamila,-9913090,1725040,643
20,Oaxaca,335,San Pedro Yaneri,1,San Pedro Yaneri,-9621160,1725070,579
7,Chiapas,96,Tila,157,Masoja Shucjá,-9228450,1725080,367
12,Guerrero,10,Atlixtac,120,Ahucatitlán,-9849000,1725080,374
27,Tabasco,17,Tenosique,78,Santa Cruz,-9101260,1725120,539
27,Tabasco,15,Tacotalpa,15,Cerro Blanco 2da. Sección,-9247410,1725120,737
12,Guerrero,4,Alcozauca de Guerrero,4,Almolonga de Ocampo (Almolonga),-9821170,1725130,878
30,Veracruz de Ignacio de la Llave,61,Las Choapas,620,La Libertad,-9400020,1725150,320
12,Guerrero,20,Copanatoyac,29,Santa Cruz,-9837530,1725160,490
12,Guerrero,20,Copanatoyac,20,Totohuehuetlán,-9843550,1725160,357
7,Chiapas,62,Ostuacán,32,Catedral 1ra. Sección,-9319520,1725170,299
27,Tabasco,17,Tenosique,67,Rancho Grande,-9124200,1725180,405
12,Guerrero,10,Atlixtac,27,Ocopexco,-9851210,1725190,383
20,Oaxaca,179,San Juan Bautista Jayacatlán,1,San Juan Bautista Jayacatlán,-9649180,1725200,1462
12,Guerrero,10,Atlixtac,61,Huitzapula (San Pedro Huitzapula Sur),-9848230,1725200,687
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,28,Ixcatla,-9859580,1725210,1382
7,Chiapas,65,Palenque,224,Nuevo Sonora,-9153120,1725220,583
12,Guerrero,28,Chilapa de Álvarez,129,Coamacingo (Coamancin),-9856070,1725220,413
12,Guerrero,20,Copanatoyac,5,Ocotepec,-9839260,1725230,499
7,Chiapas,77,Salto de Agua,88,Tiemopa,-9211470,1725260,778
7,Chiapas,68,Pichucalco,5,Viejo Nicapa,-9312390,1725270,592
20,Oaxaca,222,San Juan Yaeé,3,Santiago Yagallo,-9617450,1725270,380
12,Guerrero,20,Copanatoyac,64,Colonia la Reforma,-9843040,1725270,526
12,Guerrero,20,Copanatoyac,10,Potoichán,-9843100,1725270,559
12,Guerrero,72,Zapotitlán Tablas,1,Zapotitlán Tablas,-9846500,1725270,1713
30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,11,Coapiloloyita,-9500080,1725290,555
12,Guerrero,29,Chilpancingo de los Bravo,25,Agua Hernández,-9942300,1725290,452
12,Guerrero,10,Atlixtac,42,Xalpitzáhuac,-9852380,1725320,981
12,Guerrero,20,Copanatoyac,63,Santa Anita,-9843080,1725330,1408
20,Oaxaca,173,San Juan Atepec,1,San Juan Atepec,-9632180,1725360,1479
20,Oaxaca,140,San Francisco Chindúa,1,San Francisco Chindúa,-9718440,1725360,756
12,Guerrero,10,Atlixtac,60,San Pedro Huitzapula Norte (Huitzapula Norte),-9848200,1725360,1297
27,Tabasco,15,Tacotalpa,6,Cuauhtémoc Barreal,-9243230,1725380,917
7,Chiapas,62,Ostuacán,139,Nuevo Juan del Grijalva,-9322200,1725380,1598
20,Oaxaca,210,San Juan Ñumí,12,San Pedro Yosoñama,-9746210,1725380,379
12,Guerrero,44,Mochitlán,6,Chacotla,-9925280,1725390,309
7,Chiapas,84,Solosuchiapa,1,Solosuchiapa,-9301510,1725400,2035
27,Tabasco,17,Tenosique,93,Javier Rojo Gómez,-9127030,1725410,387
7,Chiapas,77,Salto de Agua,87,Teanijá,-9220450,1725420,314
27,Tabasco,17,Tenosique,154,San Carlos,-9129350,1725430,308
20,Oaxaca,222,San Juan Yaeé,1,San Juan Yaeé,-9617000,1725450,812
12,Guerrero,51,Quechultenango,14,Juxtlahuaca,-9908470,1725450,908
7,Chiapas,77,Salto de Agua,72,San Agustín,-9207020,1725460,296
7,Chiapas,96,Tila,122,Libertad Jolnishtie 2da. Sección,-9230360,1725460,827
7,Chiapas,43,Ixtacomitán,1,Ixtacomitán,-9305460,1725460,4835
20,Oaxaca,242,San Martín Peras,2,Ahuajutía,-9817260,1725460,1215
27,Tabasco,15,Tacotalpa,17,Cerro Blanco 4ta. Sección,-9248440,1725490,463
12,Guerrero,29,Chilpancingo de los Bravo,37,El Fresno,-9935100,1725510,1107
20,Oaxaca,42,Ixtlán de Juárez,10,Santa María Zoogochi,-9620160,1725530,514
7,Chiapas,65,Palenque,57,Licenciado Gustavo Díaz Ordaz,-9146030,1725550,493
30,Veracruz de Ignacio de la Llave,61,Las Choapas,745,Malpaso (Malpasito),-9339020,1725550,293
7,Chiapas,96,Tila,83,Masoja Grande,-9227210,1725590,479
20,Oaxaca,498,Santiago Yaveo,18,Santa María Yaveo,-9533160,1726000,330
7,Chiapas,65,Palenque,220,El Desierto,-9141270,1726010,554
7,Chiapas,96,Tila,3,Agua Fría,-9229310,1726020,301
20,Oaxaca,260,San Miguel Aloápam,2,San Isidro Aloápam,-9639280,1726030,761
12,Guerrero,66,Tlapa de Comonfort,28,Tototepec (Yozononi),-9835130,1726030,2836
20,Oaxaca,6,Asunción Nochixtlán,8,Santa Catarina Adéquez (Adequés),-9708400,1726040,466
20,Oaxaca,210,San Juan Ñumí,9,Santo Domingo Yosoñama,-9746090,1726040,330
7,Chiapas,77,Salto de Agua,41,Jilumil,-9216020,1726060,368
20,Oaxaca,1,Abejones,1,Abejones,-9636240,1726060,1009
7,Chiapas,65,Palenque,106,Doctor Samuel León Brindis,-9155550,1726070,1320
30,Veracruz de Ignacio de la Llave,210,Uxpanapa,98,Niños Héroes (Los Juanes),-9429560,1726070,1061
20,Oaxaca,190,San Juan Cotzocón,3,Arroyo Encino,-9518510,1726070,430
30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,42,Palo Dulce,-9504470,1726080,507
12,Guerrero,48,Petatlán,174,Las Salinas (Salinas el Cuajo),-10111440,1726110,334
30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,1,Jesús Carranza,-9501370,1726140,4023
20,Oaxaca,42,Ixtlán de Juárez,7,Santa Cruz Yagavila,-9619220,1726140,595
12,Guerrero,4,Alcozauca de Guerrero,15,San José Lagunas (Capulín),-9827190,1726140,643
12,Guerrero,72,Zapotitlán Tablas,106,San Miguel Cuixapa Norte,-9846090,1726140,338
30,Veracruz de Ignacio de la Llave,91,Jesús Carranza,30,Las Limas,-9459000,1726150,331
20,Oaxaca,528,Santos Reyes Tepejillo,1,Santos Reyes Tepejillo,-9756180,1726150,1136
7,Chiapas,96,Tila,33,Jolnishtie 1ra. Sección,-9230450,1726160,557
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,53,Tequixca,-9900400,1726160,294
12,Guerrero,29,Chilpancingo de los Bravo,43,Mazatlán,-9928050,1726160,5316
20,Oaxaca,222,San Juan Yaeé,2,Santa María Lachichina,-9617140,1726210,338
12,Guerrero,20,Copanatoyac,9,Patlicha,-9843180,1726220,1235
7,Chiapas,62,Ostuacán,6,Catedral de Chiapas,-9317430,1726230,735
20,Oaxaca,498,Santiago Yaveo,20,La Trinidad,-9532570,1726230,651
12,Guerrero,66,Tlapa de Comonfort,3,Alpoyecancingo,-9830200,1726250,329
7,Chiapas,5,Amatán,40,Francisco I. Madero,-9255040,1726260,588
27,Tabasco,8,Huimanguillo,553,Gustavo Díaz Ordaz 3ra. Sección,-9337090,1726280,316
12,Guerrero,10,Atlixtac,12,San Juan Bautista Coapala,-9850220,1726290,864
27,Tabasco,17,Tenosique,59,La Palma,-9108070,1726310,292
7,Chiapas,45,Ixtapangajoya,9,La Gloria,-9257100,1726330,1478
27,Tabasco,8,Huimanguillo,146,Gustavo Díaz Ordaz 1ra. Sección,-9334040,1726330,310
30,Veracruz de Ignacio de la Llave,61,Las Choapas,621,Licenciado Trinidad García de la Cadena,-9401270,1726360,362
7,Chiapas,68,Pichucalco,21,Tectuapan,-9309310,1726410,833
7,Chiapas,65,Palenque,10,Babilonia 1ra. Sección,-9201260,1726420,437
27,Tabasco,15,Tacotalpa,18,Cerro Blanco 5ta. Sección,-9248350,1726420,565
20,Oaxaca,190,San Juan Cotzocón,6,Benito Juárez,-9511570,1726430,568
20,Oaxaca,457,Santiago Camotlán,1,Santiago Camotlán,-9611020,1726440,792
20,Oaxaca,42,Ixtlán de Juárez,11,Santiago Teotlasco,-9619140,1726450,504
7,Chiapas,96,Tila,4,Álvaro Obregón,-9232500,1726460,983
27,Tabasco,17,Tenosique,62,El Palmar,-9102180,1726480,681
20,Oaxaca,190,San Juan Cotzocón,17,Nuevo Cerro Mojarra,-9519470,1726480,582
12,Guerrero,51,Quechultenango,44,Zoyapezco,-9910540,1726480,402
12,Guerrero,29,Chilpancingo de los Bravo,41,Jaleaca de Catalán,-9951320,1726480,2496
12,Guerrero,51,Quechultenango,22,Ostocapa,-9913250,1726490,694
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,10,Apanguito,-9859030,1726500,611
20,Oaxaca,205,San Juan Lalana,15,Cerro Progreso,-9552190,1726520,358
12,Guerrero,28,Chilapa de Álvarez,108,Zelocotitlán,-9906280,1726530,1109
20,Oaxaca,190,San Juan Cotzocón,2,Arroyo Carrizal,-9526280,1726540,660
20,Oaxaca,190,San Juan Cotzocón,13,María Lombardo de Caso,-9525570,1726570,3857
27,Tabasco,17,Tenosique,9,Boca del Cerro,-9129340,1726580,460
12,Guerrero,20,Copanatoyac,6,Ocotequila,-9840390,1726580,1104
27,Tabasco,15,Tacotalpa,53,Puxcatán,-9241150,1726590,1288
12,Guerrero,28,Chilapa de Álvarez,107,Santa Cruz (Zacazonapa),-9907590,1727010,355
27,Tabasco,17,Tenosique,160,Crisóforo Chiñas,-9128540,1727020,353
20,Oaxaca,190,San Juan Cotzocón,16,La Nueva Raza,-9509450,1727020,574
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,1,Hueycantenango,-9901340,1727020,1774
30,Veracruz de Ignacio de la Llave,61,Las Choapas,72,Ignacio Zaragoza (Tronconada),-9405530,1727030,407
20,Oaxaca,215,San Juan Sayultepec,1,San Juan Sayultepec,-9717100,1727070,501
20,Oaxaca,156,San Ildefonso Villa Alta,6,Santa Catarina Yetzelalag,-9610060,1727080,391
12,Guerrero,11,Atoyac de Álvarez,67,Santo Domingo,-10021090,1727080,511
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,28,Cahuapan (Anexo Niños Héroes),-9433080,1727110,624
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,56,Ejido Miguel Hidalgo,-9443180,1727110,313
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,67,Zacaixtlahuacán,-9900230,1727120,309
20,Oaxaca,210,San Juan Ñumí,4,Sabinillo,-9747150,1727130,538
27,Tabasco,17,Tenosique,75,San Isidro Guasiván,-9111100,1727150,361
20,Oaxaca,286,San Miguel Tlacotepec,1,San Miguel Tlacotepec,-9800210,1727150,1621
7,Chiapas,96,Tila,158,Venustiano Carranza,-9237100,1727160,342
20,Oaxaca,205,San Juan Lalana,25,Santiago Jalahui,-9546150,1727170,717
7,Chiapas,96,Tila,105,Nuevo Limar,-9223550,1727180,1974
12,Guerrero,48,Petatlán,98,Juluchuca,-10113420,1727180,571
20,Oaxaca,536,San Vicente Nuñú,1,San Vicente Nuñú,-9726300,1727200,334
20,Oaxaca,461,Santiago del Río,1,Santiago del Río,-9805200,1727200,365
7,Chiapas,96,Tila,53,Panhuitz Tianijá,-9221300,1727220,386
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,33,Mazazontecomac,-9858220,1727220,542
7,Chiapas,77,Salto de Agua,14,Buenavista,-9214100,1727250,781
20,Oaxaca,6,Asunción Nochixtlán,1,Asunción Nochixtlán,-9713300,1727260,13284
27,Tabasco,17,Tenosique,5,Arena de Hidalgo,-9135050,1727270,1270
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,14,Ayahualtempa,-9902140,1727280,837
27,Tabasco,17,Tenosique,39,Ignacio Zaragoza,-9117150,1727290,357
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,63,Tomactilicán,-9859530,1727310,990
7,Chiapas,77,Salto de Agua,172,Lote Ocho (La Gloria),-9209100,1727330,379
7,Chiapas,43,Ixtacomitán,9,Emiliano Zapata,-9306010,1727330,540
20,Oaxaca,457,Santiago Camotlán,9,San Miguel Reaguí,-9613510,1727330,523
20,Oaxaca,493,Santiago Tillo,1,Santiago Tillo,-9719100,1727350,388
20,Oaxaca,205,San Juan Lalana,30,San Juan Evangelista,-9550360,1727360,373
27,Tabasco,17,Tenosique,221,Certeza,-9122090,1727370,675
20,Oaxaca,317,San Pedro Mártir Yucuxaco,2,Cañada María,-9740240,1727370,340
12,Guerrero,69,Xalpatláhuac,5,Igualita,-9830590,1727370,869
7,Chiapas,65,Palenque,74,El Naranjo,-9204080,1727400,788
27,Tabasco,15,Tacotalpa,60,Tapijulapa,-9246390,1727400,2921
7,Chiapas,88,Sunuapa,6,San Pedro,-9313560,1727400,298
12,Guerrero,4,Alcozauca de Guerrero,1,Alcozauca de Guerrero,-9823030,1727400,2545
27,Tabasco,7,Emiliano Zapata,8,Gregorio Méndez Magaña (Pénjamo),-9136060,1727420,1307
12,Guerrero,51,Quechultenango,30,San Martín,-9917370,1727420,1185
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,57,Javier Rojo Gómez,-9436100,1727460,324
12,Guerrero,28,Chilapa de Álvarez,105,Zacapexco,-9904450,1727460,341
12,Guerrero,69,Xalpatláhuac,9,San Nicolás Zoyatlán (Zoyatlán),-9838240,1727470,738
12,Guerrero,28,Chilapa de Álvarez,130,Mexcaltepec II,-9854150,1727470,889
27,Tabasco,15,Tacotalpa,39,Arroyo Seco Miraflores,-9240570,1727490,759
12,Guerrero,4,Alcozauca de Guerrero,25,Pueblo de Dios,-9820090,1727490,377
7,Chiapas,43,Ixtacomitán,23,San Antonio de las Lomas,-9305340,1727500,434
12,Guerrero,20,Copanatoyac,1,Copanatoyac,-9842450,1727510,2924
12,Guerrero,44,Mochitlán,19,San Miguel,-9918070,1727510,905
7,Chiapas,62,Ostuacán,49,Nuevo Xochimilco,-9321420,1727540,1393
20,Oaxaca,96,San Andrés Sinaxtla,1,San Andrés Sinaxtla,-9716460,1727570,580
12,Guerrero,28,Chilapa de Álvarez,42,San Antonio (Hueitepec),-9855080,1727590,361
7,Chiapas,96,Tila,110,Campanario,-9221040,1728010,548
12,Guerrero,69,Xalpatláhuac,15,Zacatipa,-9835340,1728020,587
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,11,Apozonalco,-9859330,1728040,478
20,Oaxaca,42,Ixtlán de Juárez,5,San Juan Yagila,-9620230,1728050,461
20,Oaxaca,205,San Juan Lalana,1,San Juan Lalana,-9552470,1728090,297
20,Oaxaca,212,San Juan Petlapa,1,San Juan Petlapa,-9602110,1728090,867
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,20,Cacalotepec,-9901240,1728100,355
20,Oaxaca,205,San Juan Lalana,7,Asunción Lacova,-9555320,1728130,363
12,Guerrero,44,Mochitlán,1,Mochitlán,-9922130,1728130,5269
12,Guerrero,69,Xalpatláhuac,1,Xalpatláhuac,-9836220,1728140,4255
20,Oaxaca,205,San Juan Lalana,37,Santa Cecilia de Madero,-9548340,1728200,347
20,Oaxaca,499,Santiago Yolomécatl,1,Santiago Yolomécatl,-9734100,1728200,1879
27,Tabasco,17,Tenosique,1,Tenosique de Pino Suárez,-9125360,1728210,32579
27,Tabasco,15,Tacotalpa,63,Zunú y Patastal,-9248500,1728220,747
7,Chiapas,62,Ostuacán,40,Lindavista,-9328450,1728220,716
7,Chiapas,62,Ostuacán,19,Plan de Ayala,-9329120,1728230,1463
12,Guerrero,28,Chilapa de Álvarez,101,Xiloxuchicán,-9909290,1728230,729
12,Guerrero,66,Tlapa de Comonfort,30,Xalatzala,-9834240,1728240,2042
12,Guerrero,51,Quechultenango,2,Achigca,-9914050,1728240,824
12,Guerrero,11,Atoyac de Álvarez,45,Pie de la Cuesta,-10022100,1728240,773
12,Guerrero,44,Mochitlán,4,Coatomatitlán,-9919210,1728250,653
7,Chiapas,65,Palenque,34,Chacamax,-9143100,1728310,309
30,Veracruz de Ignacio de la Llave,61,Las Choapas,165,Francisco I. Madero (Agua Fría),-9407130,1728310,355
20,Oaxaca,152,San Francisco Tlapancingo,5,San Marcos Natividad,-9817380,1728320,491
20,Oaxaca,190,San Juan Cotzocón,20,El Porvenir,-9515200,1728330,1580
20,Oaxaca,498,Santiago Yaveo,28,Francisco Villa,-9527160,1728330,942
7,Chiapas,96,Tila,52,Panchuc Corozil,-9231260,1728350,384
20,Oaxaca,190,San Juan Cotzocón,23,San Felipe Zihualtepec,-9522040,1728350,2096
7,Chiapas,77,Salto de Agua,122,Actiepa Yochib,-9210590,1728370,681
7,Chiapas,96,Tila,6,El Calvario,-9222580,1728390,319
20,Oaxaca,210,San Juan Ñumí,3,Peña Colorada,-9747390,1728400,1012
12,Guerrero,69,Xalpatláhuac,14,Yerba Santa,-9828410,1728410,407
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,33,Primero de Mayo,-9445210,1728430,445
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,5,Ajacayán Oriente,-9858500,1728450,450
12,Guerrero,40,Leonardo Bravo,18,Tierra Colorada,-9949380,1728450,956
20,Oaxaca,152,San Francisco Tlapancingo,4,Guadalupe Nogales,-9818310,1728470,697
7,Chiapas,96,Tila,164,Huanal,-9232200,1728480,302
12,Guerrero,69,Xalpatláhuac,4,Cuba Libre,-9829510,1728480,721
27,Tabasco,17,Tenosique,42,La Isla,-9129060,1728490,556
27,Tabasco,17,Tenosique,64,Pomoná 1ra. Sección,-9130280,1728490,372
7,Chiapas,65,Palenque,118,Babilonia,-9159270,1728500,726
12,Guerrero,28,Chilapa de Álvarez,66,San Ángel,-9909560,1728530,1186
7,Chiapas,65,Palenque,205,La Flor de Chiapas,-9149360,1728540,321
12,Guerrero,66,Tlapa de Comonfort,122,San Marcos,-9834030,1728550,339
12,Guerrero,4,Alcozauca de Guerrero,9,Cuyuxtlahuac,-9820370,1728560,1480
20,Oaxaca,152,San Francisco Tlapancingo,1,San Francisco Tlapancingo,-9816050,1729000,709
20,Oaxaca,190,San Juan Cotzocón,7,Emiliano Zapata,-9512290,1729010,647
12,Guerrero,29,Chilpancingo de los Bravo,57,Tepechicotlán,-9924530,1729010,1480
20,Oaxaca,286,San Miguel Tlacotepec,3,San Martín Sabinillo,-9800550,1729030,424
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,58,Tlachimaltepec,-9900470,1729050,620
7,Chiapas,77,Salto de Agua,96,Trapiche,-9215390,1729060,399
27,Tabasco,15,Tacotalpa,2,Agua Blanca,-9237170,1729080,592
12,Guerrero,28,Chilapa de Álvarez,89,Tlalixtlahuacán,-9907100,1729080,589
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,18,Ignacio Allende el Grande,-9430560,1729090,476
20,Oaxaca,205,San Juan Lalana,48,Santa María la Nopalera,-9540220,1729090,367
12,Guerrero,51,Quechultenango,10,Huehuecoyotla,-9916080,1729130,451
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,39,La Tropical,-9444210,1729140,330
20,Oaxaca,498,Santiago Yaveo,30,Dolores Hidalgo,-9529060,1729140,576
27,Tabasco,8,Huimanguillo,113,La Arena 2da. Sección,-9335320,1729150,463
12,Guerrero,79,JOSÉ JOAQUIN DE HERRERA,43,San Marcos Ixtláhuac,-9901150,1729160,493
12,Guerrero,28,Chilapa de Álvarez,17,Atenxoxola,-9908320,1729160,1770
12,Guerrero,69,Xalpatláhuac,7,El Platanar (Santa María Guadalupe el Platanar),-9830220,1729170,707
27,Tabasco,1,Balancán,84,Francisco I. Madero 1ra. Sección,-9100500,1729200,411
7,Chiapas,88,Sunuapa,1,Sunuapa,-9314350,1729200,807
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,42,El Zapotal,-9450500,1729200,452
12,Guerrero,28,Chilapa de Álvarez,13,Amiltepec,-9856240,1729200,475
20,Oaxaca,549,Tezoatlán de Segura y Luna,15,Santa María Tindú,-9756130,1729210,471
12,Guerrero,20,Copanatoyac,8,Oztocingo,-9840420,1729250,989
12,Guerrero,28,Chilapa de Álvarez,44,El Jagüey,-9908500,1729250,800
12,Guerrero,4,Alcozauca de Guerrero,3,Ahuejutla,-9827000,1729260,322
12,Guerrero,10,Atlixtac,52,Chalma,-9852340,1729260,391
12,Guerrero,51,Quechultenango,38,Tonalapa,-9914310,1729260,1026
12,Guerrero,29,Chilpancingo de los Bravo,47,Petaquillas,-9927390,1729260,9801
20,Oaxaca,105,San Antonino Monte Verde,4,San Francisco Caballúa,-9742580,1729290,657
7,Chiapas,77,Salto de Agua,55,Las Palmas,-9217160,1729330,329
20,Oaxaca,460,Santiago Choápam,4,San Juan del Río,-9545370,1729340,1177
27,Tabasco,15,Tacotalpa,99,Emiliano Zapata,-9249050,1729350,318
12,Guerrero,28,Chilapa de Álvarez,319,La Villa,-9855550,1729350,380
27,Tabasco,8,Huimanguillo,5,La Arena 1ra. Sección,-9333440,1729370,298
20,Oaxaca,105,San Antonino Monte Verde,5,San José Monteverde,-9743280,1729370,737
7,Chiapas,96,Tila,109,Emiliano Zapata,-9230260,1729420,313
27,Tabasco,16,Teapa,31,Nicolás Bravo 2da. Sección,-9257220,1729420,384
30,Veracruz de Ignacio de la Llave,70,Hidalgotitlán,41,Vicente Guerrero,-9443100,1729420,1203
7,Chiapas,45,Ixtapangajoya,1,Ixtapangajoya,-9300080,1729450,1272
27,Tabasco,1,Balancán,164,El Chamizal,-9103130,1729470,614
7,Chiapas,96,Tila,161,Paso Chinal,-9230460,1729470,594
12,Guerrero,20,Copanatoyac,23,El Crucero de Oztocingo,-9841230,1729470,330
12,Guerrero,28,Chilapa de Álvarez,99,Vista Hermosa,-9913280,1729470,413
27,Tabasco,15,Tacotalpa,25,Graciano Sánchez,-9248020,1729490,350
12,Guerrero,44,Mochitlán,33,Monte Alegre,-9917440,1729490,610
27,Tabasco,15,Tacotalpa,49,Pomoca,-9239330,1729500,654
30,Veracruz de Ignacio de la Llave,61,Las Choapas,16,Nueva Esperanza (Cerro Nanchital),-9409510,1729500,883
20,Oaxaca,498,Santiago Yaveo,12,Nuevo Ocotlán,-9530120,1729510,328
