ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,P_TOTAL
7,Chiapas,87,Suchiate,16,Miguel Alemán,-9212570,1433330,949
7,Chiapas,87,Suchiate,170,El Gancho,-9215190,1433470,752
7,Chiapas,87,Suchiate,171,Tierra y Libertad,-9215140,1433540,581
7,Chiapas,87,Suchiate,14,La Libertad,-9211360,1435300,4500
7,Chiapas,87,Suchiate,159,Cuauhtémoc,-9213350,1435530,883
7,Chiapas,87,Suchiate,11,Ignacio López Rayón,-9211110,1437230,1573
7,Chiapas,89,Tapachula,308,La Cigüeña,-9219040,1437240,367
7,Chiapas,87,Suchiate,4,Brisas del Mar,-9218520,1437390,354
7,Chiapas,87,Suchiate,3,Benito Juárez (Cosalapa),-9215580,1438160,754
7,Chiapas,87,Suchiate,183,Jesús,-9210290,1438270,797
7,Chiapas,87,Suchiate,2,Barra de Cahoacán (El Chical),-9218070,1438270,795
7,Chiapas,87,Suchiate,23,General Manuel Ávila Camacho,-9214080,1438340,510
7,Chiapas,87,Suchiate,223,15 de Septiembre,-9215300,1439500,301
7,Chiapas,89,Tapachula,589,Conquista Campesina,-9219470,1440190,421
7,Chiapas,87,Suchiate,284,Pino Suárez,-9210040,1440230,318
7,Chiapas,87,Suchiate,8,Dorado Nuevo,-9212380,1440270,802
7,Chiapas,87,Suchiate,140,Quince de Abril,-9216090,1440330,490
7,Chiapas,87,Suchiate,5,El Campito,-9210300,1440340,645
7,Chiapas,87,Suchiate,1,Ciudad Hidalgo,-9208590,1440450,14606
7,Chiapas,89,Tapachula,871,Playa Linda,-9223080,1440490,457
7,Chiapas,87,Suchiate,184,Suchiate,-9209410,1441170,658
7,Chiapas,87,Suchiate,123,Ejido Suchiate (Fracción la Pita),-9210150,1442020,374
7,Chiapas,89,Tapachula,51,Cantón Bodegas,-9218170,1442440,467
7,Chiapas,87,Suchiate,22,20 de Noviembre,-9215380,1442490,437
7,Chiapas,89,Tapachula,197,Tinajas 1ra. Sección,-9219430,1443030,1055
7,Chiapas,89,Tapachula,148,Puerto Madero (San Benito),-9225320,1443090,9557
7,Chiapas,35,Frontera Hidalgo,44,Gustavo Díaz Ordaz,-9214190,1443140,356
7,Chiapas,35,Frontera Hidalgo,29,Ejido Francisco I. Madero,-9212050,1443320,568
7,Chiapas,35,Frontera Hidalgo,93,Las Viudas,-9212480,1443340,390
7,Chiapas,89,Tapachula,513,El Encanto,-9224370,1443510,1726
7,Chiapas,89,Tapachula,102,Joaquín Miguel Gutiérrez (El Manzano),-9218430,1443580,640
7,Chiapas,35,Frontera Hidalgo,99,Ignacio Zaragoza,-9210090,1444190,2464
7,Chiapas,35,Frontera Hidalgo,82,Santa Lucía Uno,-9213540,1444190,404
7,Chiapas,35,Frontera Hidalgo,57,Poblado Francisco I. Madero,-9211570,1444570,742
7,Chiapas,35,Frontera Hidalgo,30,Frontera Hidalgo,-9210590,1445250,927
7,Chiapas,35,Frontera Hidalgo,76,Santa Cruz,-9212080,1446000,547
7,Chiapas,89,Tapachula,198,Tinajas 3ra. Sección,-9221270,1446040,640
7,Chiapas,89,Tapachula,106,Leoncillo,-9224240,1446260,899
7,Chiapas,35,Frontera Hidalgo,1,Frontera Hidalgo,-9210360,1446370,3519
7,Chiapas,35,Frontera Hidalgo,8,El Carmen,-9213030,1447030,357
7,Chiapas,89,Tapachula,151,Congregación Reforma,-9218450,1447050,1132
7,Chiapas,35,Frontera Hidalgo,89,Texcaltic,-9211190,1447230,1743
7,Chiapas,89,Tapachula,259,Isleven,-9217450,1447250,653
7,Chiapas,89,Tapachula,260,Las Tinajas 2da. Sección,-9220090,1447470,765
7,Chiapas,89,Tapachula,126,José María Morelos,-9223550,1447580,1717
7,Chiapas,102,Tuxtla Chico,4,Guadalupe Victoria,-9215000,1448180,1251
7,Chiapas,55,Metapa,3,Cacahoatales,-9212130,1448200,580
7,Chiapas,55,Metapa,2,El Arenal,-9211160,1448350,542
7,Chiapas,54,Mazatán,18,Efraín A. Gutiérrez,-9228520,1448420,669
7,Chiapas,55,Metapa,4,Candelaria,-9212390,1448500,333
7,Chiapas,89,Tapachula,203,Los Toros (Estación),-9220230,1448520,362
7,Chiapas,89,Tapachula,165,San Cristóbal Buenavista,-9221540,1448540,701
7,Chiapas,54,Mazatán,42,La Victoria,-9229470,1449040,610
7,Chiapas,89,Tapachula,179,San Nicolás Lagartero,-9215520,1449360,1071
7,Chiapas,55,Metapa,6,Las Pilas,-9212390,1449380,464
7,Chiapas,89,Tapachula,40,Acaxman,-9219060,1449500,1099
7,Chiapas,89,Tapachula,60,Cebadilla 2da. Sección,-9217080,1449580,1000
7,Chiapas,89,Tapachula,81,La Esperanza,-9221440,1450000,423
7,Chiapas,102,Tuxtla Chico,14,Omoha,-9213580,1450030,1131
7,Chiapas,54,Mazatán,166,Guanacastal,-9228100,1450040,966
7,Chiapas,55,Metapa,1,Metapa de Domínguez,-9211280,1450100,2610
7,Chiapas,89,Tapachula,804,Villa las Rosas,-9218450,1450150,335
7,Chiapas,54,Mazatán,2,El Aguacate,-9225420,1450280,605
7,Chiapas,54,Mazatán,256,Guadalupe,-9224280,1450290,352
7,Chiapas,89,Tapachula,127,Murillo,-9216100,1450350,764
7,Chiapas,54,Mazatán,133,Badenia,-9233020,1450390,322
7,Chiapas,55,Metapa,5,Los Hules,-9211200,1450460,503
7,Chiapas,89,Tapachula,791,Feliciano Renauld (San Francisco),-9218580,1450480,473
7,Chiapas,89,Tapachula,630,Río Florido,-9220280,1451130,789
7,Chiapas,89,Tapachula,83,Francisco I. Madero (La Bolsa de la Botella),-9222300,1451130,672
7,Chiapas,89,Tapachula,1026,Los Palacios,-9215300,1451200,1217
7,Chiapas,102,Tuxtla Chico,20,Vicente Guerrero,-9212200,1451250,820
7,Chiapas,89,Tapachula,1028,Octavio Paz,-9215500,1451280,1124
7,Chiapas,54,Mazatán,26,Paxtal,-9230490,1451280,401
7,Chiapas,89,Tapachula,59,Cebadilla 1ra. Sección,-9216490,1451300,1384
7,Chiapas,54,Mazatán,83,Adolfo Ruiz Cortines,-9229350,1451340,849
7,Chiapas,54,Mazatán,16,Chuniapa,-9226240,1451370,337
7,Chiapas,54,Mazatán,1,Mazatán,-9227000,1451450,6838
7,Chiapas,89,Tapachula,104,La Joya,-9215220,1451460,683
7,Chiapas,54,Mazatán,15,Cuatro Caminos,-9224370,1451510,567
7,Chiapas,89,Tapachula,111,Llano de la Lima,-9217450,1451550,1579
7,Chiapas,89,Tapachula,801,Las Palmeras,-9216380,1451570,936
7,Chiapas,89,Tapachula,1025,Los Cafetales,-9217590,1451570,3054
7,Chiapas,89,Tapachula,994,Los Pinos,-9218370,1451580,491
7,Chiapas,89,Tapachula,995,Rincón del Bosque,-9217030,1452100,301
7,Chiapas,89,Tapachula,991,Vida Mejor I,-9218280,1452110,6460
7,Chiapas,89,Tapachula,150,Raymundo Enríquez,-9218530,1452200,3049
7,Chiapas,54,Mazatán,33,Santa Clara,-9223460,1452360,414
7,Chiapas,54,Mazatán,29,San Andrés Suyacal,-9226140,1452410,499
7,Chiapas,102,Tuxtla Chico,13,2da. Sección de Medio Monte,-9211040,1452550,4182
7,Chiapas,102,Tuxtla Chico,79,El Naranjo,-9214080,1452560,390
7,Chiapas,89,Tapachula,95,Hidalgo,-9221280,1452560,697
7,Chiapas,102,Tuxtla Chico,73,Los Encinos,-9214160,1453000,681
7,Chiapas,102,Tuxtla Chico,28,2da. Sección de Guillén,-9209350,1453040,1413
7,Chiapas,54,Mazatán,32,San José de los Llanos,-9227130,1453100,815
7,Chiapas,102,Tuxtla Chico,17,El Sur de Guillén,-9210000,1453200,429
7,Chiapas,54,Mazatán,6,Buenos Aires,-9228520,1453200,4260
7,Chiapas,102,Tuxtla Chico,22,El Sacrificio,-9213410,1453220,1483
7,Chiapas,102,Tuxtla Chico,12,1ra. Sección de Medio Monte,-9212340,1453400,2680
7,Chiapas,54,Mazatán,14,El Corralito,-9225510,1454090,690
7,Chiapas,89,Tapachula,960,Pacayalito Dos,-9219370,1454130,646
7,Chiapas,102,Tuxtla Chico,71,Sección de Guillén Poniente,-9209460,1454220,476
7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez,-9215380,1454290,202672
7,Chiapas,102,Tuxtla Chico,68,Sección de Guillén Centro,-9209050,1454300,1168
7,Chiapas,89,Tapachula,933,Pacayalito,-9219150,1454300,416
7,Chiapas,89,Tapachula,218,Viva México,-9219310,1454450,1691
7,Chiapas,102,Tuxtla Chico,8,Izapa 2da. Sección,-9211250,1454550,2312
7,Chiapas,89,Tapachula,462,Juan Sabines Gutiérrez (Poste Rojo),-9220550,1455090,883
7,Chiapas,54,Mazatán,5,San José el Hueyate,-9237240,1455100,756
7,Chiapas,102,Tuxtla Chico,49,El Aguinal,-9213030,1455110,327
7,Chiapas,102,Tuxtla Chico,7,Izapa 1ra. Sección,-9210150,1455150,1329
7,Chiapas,102,Tuxtla Chico,25,Cahua 1ra. Sección,-9212330,1455160,606
7,Chiapas,89,Tapachula,46,Álvaro Obregón,-9222440,1455190,5717
7,Chiapas,102,Tuxtla Chico,70,Sección de Guillén Oriente,-9209190,1455290,729
7,Chiapas,89,Tapachula,782,Nuevo Pumpuapa (Cereso),-9222100,1455330,1431
7,Chiapas,54,Mazatán,25,Marte R. Gómez,-9226360,1455330,1263
7,Chiapas,102,Tuxtla Chico,69,Sección de Guillén Norte,-9209250,1456100,478
7,Chiapas,89,Tapachula,264,Chapultepec,-9221250,1456120,355
7,Chiapas,102,Tuxtla Chico,11,Miguel Hidalgo,-9212350,1456150,570
7,Chiapas,102,Tuxtla Chico,1,Tuxtla Chico,-9210050,1456200,7026
7,Chiapas,89,Tapachula,750,Montenegro,-9214440,1456200,372
7,Chiapas,54,Mazatán,3,Aquiles Serdán,-9230540,1456250,1135
7,Chiapas,89,Tapachula,209,Unión Miramar,-9221050,1456370,851
7,Chiapas,89,Tapachula,766,La Esperanza,-9220100,1456500,351
7,Chiapas,102,Tuxtla Chico,27,La Toma Galera,-9209260,1457100,505
7,Chiapas,54,Mazatán,44,Adolfo López Mateos,-9231060,1457130,486
7,Chiapas,102,Tuxtla Chico,2,Cahua 2da. Sección (Buenavista),-9211460,1457200,298
7,Chiapas,89,Tapachula,115,Manga de Clavo,-9216100,1457200,625
7,Chiapas,89,Tapachula,145,Progreso Pumpuapa,-9217450,1457300,342
7,Chiapas,37,Huehuetán,98,Plan de Iguala,-9230160,1457310,580
7,Chiapas,102,Tuxtla Chico,3,Silvano Gatica,-9212210,1457350,988
7,Chiapas,102,Tuxtla Chico,10,Sección Margaritas (Santa Rosa),-9210450,1457370,458
7,Chiapas,89,Tapachula,656,Veintiuno de Marzo (Manuel Lazos),-9214070,1457440,475
7,Chiapas,102,Tuxtla Chico,19,Sección la Toma,-9209490,1457450,800
7,Chiapas,102,Tuxtla Chico,18,Talismán,-9208500,1457480,1311
7,Chiapas,102,Tuxtla Chico,9,Manuel Lazos,-9211160,1458170,1826
7,Chiapas,102,Tuxtla Chico,29,Sección la Granja,-9210380,1458280,319
7,Chiapas,89,Tapachula,749,Veinte de Noviembre,-9215520,1458370,2184
7,Chiapas,102,Tuxtla Chico,36,San Joaquín (Campo Florido),-9211220,1458420,474
7,Chiapas,89,Tapachula,132,Nueva Granada,-9217430,1458440,701
7,Chiapas,37,Huehuetán,56,Guadalupe,-9220150,1458480,1687
7,Chiapas,37,Huehuetán,97,Plan de Ayala,-9228350,1459020,1443
7,Chiapas,89,Tapachula,68,El Chaparrón,-9213580,1459060,782
7,Chiapas,37,Huehuetán,55,Guachipilín,-9225480,1459070,765
7,Chiapas,89,Tapachula,746,El Triunfo,-9213170,1459130,978
7,Chiapas,37,Huehuetán,52,Gibraltar,-9219100,1459190,380
7,Chiapas,15,Cacahoatán,1,Cacahoatán,-9209550,1459210,16572
7,Chiapas,37,Huehuetán,138,Texpuyo,-9224130,1459370,340
7,Chiapas,89,Tapachula,94,Hermosillo,-9211540,1459420,587
7,Chiapas,37,Huehuetán,115,San José el Amate,-9226140,1459420,947
7,Chiapas,89,Tapachula,734,San Agustín Jitotol,-9212570,1459480,579
7,Chiapas,89,Tapachula,431,El Porvenir,-9217340,1459490,489
7,Chiapas,89,Tapachula,743,La Providencia,-9213580,1459510,343
7,Chiapas,37,Huehuetán,85,Cantón Nexapa,-9222300,1500170,315
7,Chiapas,37,Huehuetán,139,Cantón el Tívoli,-9220020,1500230,323
7,Chiapas,15,Cacahoatán,72,Rosario Ixtal,-9209180,1500240,839
7,Chiapas,89,Tapachula,57,Carrillo Puerto,-9211440,1500330,2676
7,Chiapas,37,Huehuetán,59,Huehuetán Estación FFCC,-9224270,1500350,6314
7,Chiapas,37,Huehuetán,151,Santa Elena,-9225550,1500350,419
7,Chiapas,37,Huehuetán,141,Cantón el Triunfo,-9221440,1500580,442
7,Chiapas,37,Huehuetán,1,Huehuetán,-9223030,1501050,7755
7,Chiapas,37,Huehuetán,201,Alianza para la Producción,-9227550,1501050,463
7,Chiapas,89,Tapachula,215,Victoria,-9213200,1501060,844
7,Chiapas,89,Tapachula,741,Los Ángeles,-9212370,1501090,576
7,Chiapas,37,Huehuetán,90,Nueva Victoria,-9228300,1501150,877
7,Chiapas,15,Cacahoatán,18,Dos de Mayo,-9208560,1501220,644
7,Chiapas,15,Cacahoatán,27,Mixcum,-9208260,1501280,1502
7,Chiapas,37,Huehuetán,70,Cantón la Lima,-9225470,1501310,626
7,Chiapas,37,Huehuetán,37,Cuntalapa,-9223500,1501360,511
7,Chiapas,89,Tapachula,200,Toluca,-9214420,1501400,865
7,Chiapas,105,Unión Juárez,24,Santo Domingo,-9206160,1501500,3796
7,Chiapas,15,Cacahoatán,15,El Carmen,-9209480,1501500,781
7,Chiapas,15,Cacahoatán,20,Faja de Oro,-9209230,1501530,2356
7,Chiapas,15,Cacahoatán,43,Salvador Urbina,-9212300,1502050,2555
7,Chiapas,89,Tapachula,407,Cinco de Mayo,-9217050,1502150,825
7,Chiapas,105,Unión Juárez,26,Trinidad,-9207040,1502160,975
7,Chiapas,37,Huehuetán,38,Cuyamiapa,-9224400,1502170,887
7,Chiapas,15,Cacahoatán,61,Las Nubes Guatimoc,-9209030,1502190,338
7,Chiapas,15,Cacahoatán,5,Ahuacatlán,-9210500,1502190,1583
7,Chiapas,89,Tapachula,171,San José Reforma,-9219490,1502240,455
7,Chiapas,105,Unión Juárez,19,San Jerónimo,-9208140,1502280,723
7,Chiapas,89,Tapachula,135,Fracción las Palmas,-9213520,1502410,519
7,Chiapas,15,Cacahoatán,52,Unión Roja,-9213010,1502430,1829
7,Chiapas,15,Cacahoatán,23,Guatimoc,-9209090,1502470,733
7,Chiapas,89,Tapachula,58,Cantón el Caucho,-9220080,1502530,306
7,Chiapas,37,Huehuetán,48,Flor de un Día,-9222100,1502530,299
7,Chiapas,40,Huixtla,24,Cantón Cahulotal,-9233430,1502550,306
7,Chiapas,15,Cacahoatán,49,Toquián las Nubes (Toquián Guarumo),-9211230,1503010,426
7,Chiapas,89,Tapachula,573,Plan las Palmas,-9213370,1503030,409
7,Chiapas,105,Unión Juárez,16,Once de Abril,-9208300,1503060,1209
7,Chiapas,89,Tapachula,84,Fracción las Galeras,-9213500,1503080,534
7,Chiapas,37,Huehuetán,39,Chamulapa,-9224150,1503100,701
7,Chiapas,105,Unión Juárez,7,El Desengaño,-9207240,1503130,395
7,Chiapas,40,Huixtla,116,La Unión,-9230380,1503150,921
7,Chiapas,105,Unión Juárez,20,San Rafael,-9206500,1503160,317
7,Chiapas,15,Cacahoatán,11,Benito Juárez,-9211280,1503180,1473
7,Chiapas,40,Huixtla,115,Tzinacal Buenos Aires,-9234050,1503240,635
7,Chiapas,89,Tapachula,98,Independencia,-9217090,1503280,529
7,Chiapas,37,Huehuetán,142,Cantón la Unidad,-9222240,1503280,321
7,Chiapas,37,Huehuetán,275,Carretera Nueva,-9224170,1503310,326
7,Chiapas,89,Tapachula,77,El Edén,-9217590,1503320,765
7,Chiapas,105,Unión Juárez,1,Unión Juárez,-9204530,1503350,2635
7,Chiapas,105,Unión Juárez,9,Eureka,-9207350,1503410,361
7,Chiapas,37,Huehuetán,137,Tepehuitz,-9220150,1503470,469
7,Chiapas,103,Tuzantán,102,Emiliano Zapata,-9226060,1503480,323
7,Chiapas,89,Tapachula,294,Zaragoza,-9219080,1503500,438
7,Chiapas,103,Tuzantán,11,Islamapita (Los Cerritos),-9227500,1503500,486
7,Chiapas,15,Cacahoatán,54,Santa María la Vega,-9208310,1503510,328
7,Chiapas,105,Unión Juárez,8,El Desenlace,-9205300,1504010,315
7,Chiapas,37,Huehuetán,40,Chamulapita,-9222100,1504030,1337
7,Chiapas,40,Huixtla,81,Cantón Rancho Nuevo,-9231350,1504030,1123
7,Chiapas,103,Tuzantán,9,Islamapa,-9226130,1504040,474
7,Chiapas,40,Huixtla,38,Francisco I. Madero,-9232420,1504140,1804
7,Chiapas,89,Tapachula,575,Fracción el Retiro,-9213400,1504200,327
7,Chiapas,15,Cacahoatán,7,Alpujarras,-9210170,1504270,576
7,Chiapas,15,Cacahoatán,4,Agustín de Iturbide,-9211540,1504270,2211
7,Chiapas,89,Tapachula,425,San Francisco,-9218450,1504280,425
7,Chiapas,105,Unión Juárez,5,Córdova Matasanos,-9204490,1504340,775
7,Chiapas,15,Cacahoatán,10,Bellavista,-9208580,1504340,525
7,Chiapas,89,Tapachula,1003,Fracción Salvador Urbina,-9213200,1504390,429
7,Chiapas,40,Huixtla,5,El Arenal,-9229110,1504580,860
7,Chiapas,15,Cacahoatán,127,Toquián y las Nubes,-9207320,1504590,443
7,Chiapas,15,Cacahoatán,35,El Platanar,-9209440,1505010,747
7,Chiapas,89,Tapachula,211,Veintiséis de Octubre,-9215070,1505020,986
7,Chiapas,105,Unión Juárez,25,Talquián,-9205040,1505070,530
7,Chiapas,15,Cacahoatán,38,El Progreso,-9211510,1505120,724
7,Chiapas,105,Unión Juárez,6,Chiquihuite,-9205360,1505130,331
7,Chiapas,89,Tapachula,187,Fracción Santa Rita,-9218120,1505160,351
7,Chiapas,103,Tuzantán,56,Islamapa Xochiltepec,-9225090,1505190,423
7,Chiapas,89,Tapachula,733,San Antonio Chicharras,-9214340,1505230,512
7,Chiapas,103,Tuzantán,33,Cuarto Cantón,-9226320,1505270,911
7,Chiapas,15,Cacahoatán,3,El Águila,-9210590,1505320,1274
7,Chiapas,71,Villa Comaltitlán,180,Poblado Xochicalco,-9238200,1505350,459
7,Chiapas,103,Tuzantán,8,Cantón el Hular,-9223240,1505450,381
7,Chiapas,40,Huixtla,123,Cantón el Cedral,-9231230,1505510,310
7,Chiapas,40,Huixtla,132,Colonia Obrera,-9229530,1505530,1427
7,Chiapas,103,Tuzantán,31,Segundo Cantón,-9226070,1506020,952
7,Chiapas,40,Huixtla,26,Cantón las Delicias,-9230000,1506050,1062
7,Chiapas,89,Tapachula,114,El Manacal,-9213050,1506100,740
7,Chiapas,103,Tuzantán,32,Tercer Cantón,-9227190,1506100,410
7,Chiapas,103,Tuzantán,35,Villa Hidalgo,-9222280,1506180,1089
7,Chiapas,103,Tuzantán,34,Estación Tuzantán,-9227060,1506200,1225
7,Chiapas,40,Huixtla,29,Efraín A. Gutiérrez,-9233040,1506200,913
7,Chiapas,89,Tapachula,719,La Patria,-9213530,1506420,347
7,Chiapas,40,Huixtla,73,Cantón Playa Grande,-9231050,1506500,736
7,Chiapas,89,Tapachula,71,Nuevo Chespal,-9212380,1506530,708
7,Chiapas,89,Tapachula,451,Cantón Villaflor,-9221040,1506570,1046
7,Chiapas,103,Tuzantán,2,El Chipilín,-9225370,1507140,733
7,Chiapas,103,Tuzantán,30,Primer Cantón,-9226240,1507140,1477
7,Chiapas,103,Tuzantán,36,Xochiltepec,-9225560,1507350,2563
7,Chiapas,103,Tuzantán,214,Tercer Cantón la Curva,-9227350,1507350,495
7,Chiapas,89,Tapachula,219,Zaragoza,-9218200,1507460,831
7,Chiapas,71,Villa Comaltitlán,53,Xochicalco,-9236310,1507490,337
7,Chiapas,71,Villa Comaltitlán,59,El Escobo,-9240060,1507490,771
7,Chiapas,71,Villa Comaltitlán,46,Barrio Nuevo (Guardianía),-9237400,1507500,327
7,Chiapas,71,Villa Comaltitlán,202,Doctor Francisco Rellero (Nuevo Milenio),-9237550,1507510,336
7,Chiapas,71,Villa Comaltitlán,16,Emiliano Zapata (Los Cocos),-9234310,1507560,518
7,Chiapas,40,Huixtla,1,Huixtla,-9227430,1508070,32033
7,Chiapas,89,Tapachula,120,Mexiquito,-9217270,1508170,449
7,Chiapas,89,Tapachula,448,Cantón Tiro Seguro,-9221110,1508180,389
7,Chiapas,71,Villa Comaltitlán,41,Santo Domingo,-9241050,1508210,293
7,Chiapas,89,Tapachula,258,Santa Rosalía,-9216040,1508220,291
7,Chiapas,103,Tuzantán,185,San Miguel,-9226550,1508320,369
7,Chiapas,103,Tuzantán,41,Veintinueve de Diciembre,-9227050,1508370,817
7,Chiapas,71,Villa Comaltitlán,36,Río Arriba Salvación,-9242070,1508430,528
7,Chiapas,103,Tuzantán,1,Tuzantán,-9225200,1508450,2863
7,Chiapas,71,Villa Comaltitlán,32,Cantón el Progreso,-9239020,1508460,552
7,Chiapas,89,Tapachula,449,El Triunfo,-9222360,1508470,386
7,Chiapas,103,Tuzantán,109,La Flor,-9226320,1508500,598
7,Chiapas,71,Villa Comaltitlán,8,Cantón las Brisas,-9237300,1508570,856
7,Chiapas,71,Villa Comaltitlán,101,La Libertad,-9240190,1509000,294
7,Chiapas,40,Huixtla,4,Aquiles Serdán,-9228320,1509280,996
7,Chiapas,103,Tuzantán,45,Francisco Sarabia 2da. Sección,-9224290,1509320,457
7,Chiapas,103,Tuzantán,4,Francisco Sarabia 1ra. Sección,-9224130,1509340,643
7,Chiapas,71,Villa Comaltitlán,22,Hidalgo,-9237450,1509400,1640
7,Chiapas,103,Tuzantán,6,Guadalupe Victoria,-9224220,1509470,818
7,Chiapas,15,Cacahoatán,2,Agua Caliente,-9209180,1509490,345
7,Chiapas,71,Villa Comaltitlán,45,Zacualpa,-9237360,1510040,1076
7,Chiapas,103,Tuzantán,14,Nueva Sonora,-9222320,1510100,450
7,Chiapas,89,Tapachula,91,Hamburgo,-9219320,1510180,360
7,Chiapas,3,Acapetahua,5,El Arenal,-9242000,1510190,1157
7,Chiapas,3,Acapetahua,93,Las Lauras,-9245050,1510220,393
7,Chiapas,3,Acapetahua,29,La Palma,-9250140,1510220,678
7,Chiapas,71,Villa Comaltitlán,65,Lázaro Cárdenas,-9233070,1510320,1531
7,Chiapas,103,Tuzantán,12,Manacal,-9222320,1510330,619
7,Chiapas,89,Tapachula,722,Chanjalé y Salchiji,-9211250,1510390,315
7,Chiapas,103,Tuzantán,27,Santa Sofía,-9223140,1510390,389
7,Chiapas,103,Tuzantán,22,San Cristóbal,-9221440,1510530,367
7,Chiapas,71,Villa Comaltitlán,39,Cantón Santa Cruz la Unión,-9235440,1511020,828
7,Chiapas,3,Acapetahua,22,Luis Espinoza,-9241290,1511200,602
7,Chiapas,103,Tuzantán,15,Nueva Tenochtitlán,-9224540,1511380,900
7,Chiapas,71,Villa Comaltitlán,42,Teziutlán,-9238580,1511380,610
7,Chiapas,3,Acapetahua,6,Barra Zacapulco,-9252590,1511420,385
7,Chiapas,71,Villa Comaltitlán,6,Nuevo Brasil,-9232090,1511460,598
7,Chiapas,89,Tapachula,729,Cantón Sinaí,-9219290,1511470,817
7,Chiapas,3,Acapetahua,74,Río Arriba Nueva Esperanza,-9240120,1511530,302
7,Chiapas,40,Huixtla,254,Montecristo Playa Grande,-9230540,1511570,334
7,Chiapas,3,Acapetahua,73,Río Arriba,-9241050,1512030,387
7,Chiapas,89,Tapachula,202,Toquián Grande,-9212120,1512040,772
7,Chiapas,89,Tapachula,137,Pavencul,-9210470,1512050,1039
7,Chiapas,89,Tapachula,694,Bijahual,-9211240,1512110,827
7,Chiapas,103,Tuzantán,20,El Retiro,-9225290,1512140,824
7,Chiapas,89,Tapachula,1020,Frontera 20 de Octubre,-9210030,1512160,309
7,Chiapas,3,Acapetahua,194,Río Negro,-9243400,1512170,381
7,Chiapas,89,Tapachula,692,Cueva,-9210220,1512200,347
7,Chiapas,57,Motozintla,5,Nueva Independencia (Ampliación Calera),-9220470,1512240,579
7,Chiapas,57,Motozintla,2,Agua Prieta,-9222030,1512290,594
7,Chiapas,89,Tapachula,699,El Naranjo,-9218060,1512300,724
7,Chiapas,89,Tapachula,696,Carrizal,-9211450,1512400,327
7,Chiapas,71,Villa Comaltitlán,1,Villa Comaltitlán,-9234350,1512470,7201
7,Chiapas,103,Tuzantán,28,El Tarral,-9223050,1512570,943
7,Chiapas,89,Tapachula,689,El Pinal,-9211380,1513020,575
7,Chiapas,40,Huixtla,22,Santa Rita Coronado,-9228180,1513060,331
7,Chiapas,57,Motozintla,450,Miramar,-9221100,1513100,369
7,Chiapas,57,Motozintla,443,Barrio Nuevo,-9220140,1513120,415
7,Chiapas,57,Motozintla,18,Bremen,-9220580,1513120,575
7,Chiapas,57,Motozintla,444,Jicotepec,-9220270,1513180,393
7,Chiapas,57,Motozintla,7,Aquiles Serdán,-9211470,1513480,354
7,Chiapas,71,Villa Comaltitlán,26,Manuel Ávila Camacho,-9232320,1513590,446
7,Chiapas,3,Acapetahua,11,Colombia,-9239250,1514000,431
7,Chiapas,40,Huixtla,47,José María Morelos,-9227590,1514030,340
7,Chiapas,57,Motozintla,488,Nuevo Paraíso,-9225000,1514150,292
7,Chiapas,57,Motozintla,573,20 de Noviembre,-9224400,1514230,296
7,Chiapas,3,Acapetahua,7,Barrio Nuevo,-9241320,1514290,561
7,Chiapas,3,Acapetahua,96,Las Mercedes,-9246360,1514310,298
7,Chiapas,57,Motozintla,56,Libertad Calera,-9220330,1515130,439
7,Chiapas,3,Acapetahua,24,Mariano Matamoros,-9244220,1515210,776
7,Chiapas,57,Motozintla,74,Niquivil,-9212450,1515280,774
7,Chiapas,71,Villa Comaltitlán,44,Vicente Guerrero,-9233170,1515380,803
7,Chiapas,57,Motozintla,17,Berriozábal,-9217000,1515430,578
7,Chiapas,57,Motozintla,245,Checute,-9215570,1515450,691
7,Chiapas,3,Acapetahua,81,Absalón Castellanos Domínguez,-9248000,1515450,481
7,Chiapas,57,Motozintla,63,Llano Grande,-9218530,1515470,692
7,Chiapas,3,Acapetahua,502,Fracción Doña María,-9244590,1515510,295
7,Chiapas,40,Huixtla,34,Estrella Roja,-9228560,1516230,391
7,Chiapas,57,Motozintla,174,Maíz Blanco,-9219160,1516290,326
7,Chiapas,32,Escuintla,68,San Felipe Tizapa,-9236510,1516310,1087
7,Chiapas,3,Acapetahua,120,Veinte de Abril,-9247370,1516360,512
7,Chiapas,71,Villa Comaltitlán,43,Unión Costa Rica,-9230060,1516440,378
7,Chiapas,53,Mazapa de Madero,7,Granados Talcanaque,-9212360,1516470,681
7,Chiapas,3,Acapetahua,84,Las Cruces,-9243450,1516500,603
7,Chiapas,3,Acapetahua,1,Acapetahua,-9241250,1516530,6194
7,Chiapas,57,Motozintla,178,San Juan Calera,-9220190,1516550,462
7,Chiapas,3,Acapetahua,23,El Madronal,-9242250,1516580,594
7,Chiapas,40,Huixtla,66,Nueva América,-9226340,1517000,530
7,Chiapas,71,Villa Comaltitlán,76,Zapaluta,-9234590,1517030,342
7,Chiapas,57,Motozintla,248,Veinte de Abril,-9218050,1517100,361
7,Chiapas,32,Escuintla,234,Nuevo Llano Grande,-9231390,1517210,482
7,Chiapas,3,Acapetahua,455,Paloma Blanca,-9244010,1517260,414
7,Chiapas,57,Motozintla,78,Ojo de Agua,-9217060,1517330,330
